Owner,n_plants,n_operating_plants,total_capacity_ttpa,pipeline_capacity_ttpa,n_countries,n_regions,countries,main_region,median_plant_age_years,n_plants_with_litpop,avg_litpop_nearest_usd,avg_litpop_25km_usd,capacity_weighted_litpop_25km_usd,litpop_coverage_share,bof_share,centroid_lat,centroid_lon,largest_plant,largest_plant_lat,largest_plant_lon,max_distance_to_centroid_km,centroid_to_largest_plant_km
Arab Steel Co,1,1,2600.0,1900.0,1,1,Saudi Arabia,Middle East,37.0,0,,,,0.0,0.0,26.277917000000002,49.949177,Al Ittefaq Arab Steel Dammam plant,26.277917,49.949177,3.5366203299247443e-13,3.5366203299247443e-13
Shagang Group Anyang Yongxing Iron & Steel Co Ltd,1,1,2600.0,0.0,1,1,China,Asia Pacific,33.0,1,3691623504.775808,76441400310.91843,76441400310.91843,1.0,1.0,36.143572999999996,114.149964,Shagang Group Anyang Yongxing Special Steel Co Ltd,36.143573,114.149964,7.073240659849489e-13,7.073240659849489e-13
Jianlong Beiman SPECIAL Steel Co Ltd,1,1,2570.0,0.0,1,1,China,Asia Pacific,69.0,1,3437488269.916678,6289331059.28205,6289331059.28205,1.0,0.5252918287937743,47.191285,123.616512,Jianlong Beiman Special Steel Co Ltd,47.191285,123.616512,0.0,0.0
Hoa Phat Hai Duong Steel JSC,1,1,2525.0,0.0,1,1,Vietnam,Asia Pacific,19.0,0,,,,0.0,1.0,21.015360000000005,106.536023,Hoa Phat Hai Duong Steel plant,21.01536,106.536023,3.5366203299247443e-13,3.5366203299247443e-13
Compania Espanola de Laminacion SL,1,1,2500.0,0.0,1,1,Spain,Europe,69.0,0,,,,0.0,0.0,41.45485500000001,1.980107,Celsa Barcelona Castellbisbal steel plant,41.454855,1.980107,7.073240659849489e-13,7.073240659849489e-13
Hebei Xinxing Ductile Iron Pipes Co Ltd,1,1,2500.0,0.0,1,1,China,Asia Pacific,33.0,1,1570133414.6514165,33584625095.21064,33584625095.210636,1.0,1.0,36.621504,114.128189,Hebei Xinxing Ductile Iron Pipes Co Ltd,36.621504,114.128189,0.0,0.0
Guangdong Guoxin Industrial Co Ltd,1,1,2500.0,0.0,1,1,China,Asia Pacific,24.0,1,4977101905.5661955,385244145928.68036,385244145928.68036,1.0,1.0,23.407415,116.570818,"Guangdong Guoxin Industrial Co., Ltd.",23.407415,116.570818,0.0,0.0
Badische Stahlwerke GmbH,1,1,2500.0,0.0,1,1,Germany,Europe,71.0,0,,,,0.0,0.0,48.59505800000001,7.821633,Kehler Baden Steel Works,48.595058,7.821633,7.073240659849489e-13,7.073240659849489e-13
Jindal Shadeed Iron & Steel LLC,2,1,2500.0,5100.0,1,1,Oman,Middle East,8.0,0,,,,0.0,0.0,24.502551000000004,56.600739,Jindal Steel Sohar plant,24.502551,56.600739,551.9240638050334,3.5366203299247443e-13
Shanxi Tongde Xinghua Special Steel Co Ltd,1,1,2500.0,0.0,1,1,China,Asia Pacific,20.21,1,353310074.948443,103394504652.0815,103394504652.0815,1.0,1.0,40.183517,113.305462,Shanxi Tongde Xinghua Special Steel Co Ltd,40.183517,113.305462,0.0,0.0
Gerdau Acos Longos SA,4,3,2486.0,0.0,1,1,Brazil,Central & South America,49.5,0,,,,0.0,0.2413515687851971,-22.450756022114433,-45.29321422793589,Gerdau São Paulo Araçariguama steel plant,-23.43864,-47.08825,543.7105759267848,214.1259384838065
Chifeng Yuanlian Steel Co Ltd,1,1,2450.0,0.0,1,1,China,Asia Pacific,23.53,1,1995635766.3421109,37540157912.30757,37540157912.30757,1.0,1.0,42.278115,119.015289,Chifeng Yuanlian Steel Co Ltd,42.278115,119.015289,0.0,0.0
SSAB Americas Holding AB,2,2,2450.0,0.0,1,1,United States,North America,27.0,0,,,,0.0,0.0,36.11216893431017,-89.29332440346693,SSAB Americas Alabama steel plant,30.941783,-88.012437,611.5682702835715,587.0346116935148
Tangshan Zhengfeng Steel Co Ltd,1,1,2439.0,0.0,1,1,China,Asia Pacific,22.0,1,2256673828.2882605,55350743231.76233,55350743231.76233,1.0,0.0,39.85271,118.18127899999999,Tangshan Zhengfeng Steel Co Ltd,39.85271,118.181279,0.0,0.0
Tangshan Chunxing Special Steel Co Ltd,1,1,2400.0,0.0,1,1,China,Asia Pacific,23.5,1,1872854078.2187674,92559277497.5648,92559277497.5648,1.0,1.0,39.676326,118.427914,Tangshan Chunxing Special Steel Co Ltd,39.676326,118.427914,0.0,0.0
Yangchun New Iron & Steel Co Ltd,1,1,2400.0,0.0,1,1,China,Asia Pacific,19.0,1,126961940.125218,3221363170.291931,3221363170.291931,1.0,1.0,22.084903999999998,111.642187,Yangchun New Steel Co Ltd,22.084904,111.642187,3.5366203299247443e-13,3.5366203299247443e-13
ArcelorMittal Eisenhüttenstadt GmbH,1,1,2400.0,0.0,1,1,Germany,Europe,76.0,0,,,,0.0,1.0,52.168648999999995,14.623473000000002,ArcelorMittal Eisenhüttenstadt steel plant,52.168649,14.623473,7.073240659849489e-13,7.073240659849489e-13
ArcelorMittal Long Products Canada GP,1,1,2400.0,0.0,1,1,Canada,North America,112.0,0,,,,0.0,0.0,45.83514799999999,-73.254957,ArcelorMittal Montreal steel plant,45.835148,-73.254957,7.073240659849489e-13,7.073240659849489e-13
Orion Steel Group LLC,2,2,2400.0,0.0,2,1,"Canada, United States",North America,105.0,0,,,,0.0,0.0,44.8843897456477,-104.61899035096434,Orion Regina Steel plant,50.51499,-104.630589,740.4063302920572,626.095646487346
Guangdong Nanfang Donghai Iron and Steel Co Ltd,1,1,2400.0,0.0,1,1,China,Asia Pacific,3.0,1,194781090.93254027,18466041820.838684,18466041820.838684,1.0,0.0,22.907613999999995,112.224952,Guangdong Nanfang Donghai Iron and Steel Co Ltd,22.907614,112.224952,3.5366203299247443e-13,3.5366203299247443e-13
Kish South Kaveh Steel Co,1,1,2400.0,0.0,1,1,Iran,Middle East,15.0,0,,,,0.0,0.0,27.169696,56.09520700000001,Kish South Kaveh Steel Hormuzgan plant,27.169696,56.095207,6.292765210137542e-13,6.292765210137542e-13
Yangzhou Qinyou Special Metal Materials Co Ltd,1,1,2400.0,0.0,1,1,China,Asia Pacific,24.7,1,361408387.5824465,12183217479.764217,12183217479.764217,1.0,1.0,32.83870300000001,119.425236,Yangzhou Qinyou Special Metal Materials Co Ltd,32.838703,119.425236,7.073240659849489e-13,7.073240659849489e-13
Shanxi HONGDA Iron and Steel Group Co Ltd,1,1,2300.0,0.0,1,1,China,Asia Pacific,26.81,1,250634379.58227268,11052557794.235445,11052557794.235445,1.0,1.0,35.701895,110.786826,Shanxi Hongda Iron and Steel Group Co Ltd,35.701895,110.786826,0.0,0.0
Liaoyang United Steel Co Ltd,1,1,2300.0,0.0,1,1,China,Asia Pacific,6.17,1,1281795295.850902,145469805968.16263,145469805968.16263,1.0,1.0,41.19138,122.87731100000002,Liaoyang United Steel Co Ltd,41.19138,122.877311,0.0,0.0
Sichuan Dazhou Iron & Steel Group Co Ltd,1,1,2300.0,0.0,1,1,China,Asia Pacific,28.89,1,10197981456.470524,16472287883.06964,16472287883.06964,1.0,1.0,31.18945,107.453099,Sichuan Dazhou Iron and Steel Group Co Ltd,31.18945,107.453099,0.0,0.0
Hebei Tangyin IRON&STEEL Co Ltd,2,1,2300.0,0.0,1,1,China,Asia Pacific,17.0,2,6582094224.79956,83780785508.97925,5420460228.12082,1.0,1.0,39.160401,118.42980600000001,Hebei Tangyin Iron and Steel Co Ltd Caofeidian base,39.160401,118.429806,62.75033407220076,0.0
Hebei Rongxin Iron & Steel Co Ltd,1,1,2300.0,0.0,1,1,China,Asia Pacific,24.0,1,796505445.106471,37676094217.017624,37676094217.017624,1.0,1.0,39.88066100000001,118.55875500000002,Hebei Rongxin Steel Co Ltd,39.880661,118.558755,7.073240659849489e-13,7.073240659849489e-13
MMK Metalurji Sanayi Ticaret ve Liman Isletmeciligi AŞ,1,1,2300.0,0.0,1,1,Türkiye,Europe,15.0,0,,,,0.0,0.0,36.768975,36.213842,MMK Türkiye Metallurgical Payas steel plant,36.768975,36.213842,0.0,0.0
Fujian San'an Iron & Steel Co Ltd,1,1,2300.0,0.0,1,1,China,Asia Pacific,25.0,1,1080493062.2097301,9718651806.53008,9718651806.53008,1.0,1.0,25.244396,118.029905,Fujian Quanzhou Minguang Iron and Steel Co Ltd,25.244396,118.029905,0.0,0.0
WISCO Group Kunming Steel Co Ltd,2,1,2276.0,3200.0,1,1,China,Asia Pacific,11.77,2,401331048.2710037,16013837263.227234,18309452908.098064,1.0,1.0,24.953261,102.378082,WISCO Group Kunming Steel Co Ltd New District Branch,24.953261,102.378082,1.2430775632602602,0.0
Qinhuangdao Baigong Steel Co Ltd,1,1,2260.0,0.0,1,1,China,Asia Pacific,20.0,1,1644959560.7920702,18213193280.373558,18213193280.373558,1.0,0.8407079646017699,39.74877299999999,118.81947200000002,Qinhuangdao Baigong Steel Co Ltd,39.748773,118.819472,7.073240659849489e-13,7.073240659849489e-13
Zhongpu (Handan) Iron and Steel Co Ltd,1,1,2250.0,0.0,1,1,China,Asia Pacific,23.0,1,296202759.7826058,9064068513.111492,9064068513.111492,1.0,0.6666666666666666,36.721376,113.910271,Zhongpu Handan Iron and Steel Co Ltd,36.721376,113.910271,0.0,0.0
JFE Bars & Shapes Corp,3,3,2220.0,0.0,1,1,Japan,Asia Pacific,89.0,3,10166868071.82332,90803702125.44612,95015461029.1508,1.0,0.0,35.102322662375435,136.34926444273793,JFE Bars & Shapes Himeji Works steel plant,34.784113,134.658493,406.08474127535186,158.1193517178651
BMM Ispat Ltd,1,1,2208.0,0.0,1,1,India,Asia Pacific,20.0,1,326466748.184155,3195093655.900409,3195093655.900409,1.0,0.49818840579710144,15.169719999999998,76.37971,BMM Ispat Danapur steel plant,15.16972,76.37971,3.5366203299247443e-13,3.5366203299247443e-13
Aperam Stainless Belgium NV,2,2,2200.0,0.0,1,1,Belgium,Europe,53.0,0,,,,0.0,0.0,50.69909295274324,5.063786619269357,Aperam Stainless Belgium Genk steel plant,50.933973,5.511494,49.05961200777026,40.882886548155135
Yenakiieve Metallurgical Plant Branch PJSC,1,1,2200.0,0.0,1,1,Ukraine,Europe,131.0,0,,,,0.0,1.0,48.22050200000001,38.228626,Yenakiieve Metallurgical Plant,48.220502,38.228626,7.073240659849489e-13,7.073240659849489e-13
Ferriere Nord SpA,1,1,2200.0,0.0,1,1,Italy,Europe,51.0,0,,,,0.0,0.0,46.23219900000001,13.079103999999997,Pittini Ferriere Nord Osoppo steel plant,46.232199,13.079104,7.178228698320934e-13,7.178228698320934e-13
HBIS Group Serbia Iron & Steel Beograd doo,1,1,2199.0,,1,1,Serbia,Europe,62.0,0,,,,0.0,1.0,44.606332,20.970066,HBIS GROUP Serbia Iron & Steel plant Belgrade,44.606332,20.970066,0.0,0.0
SeAH Besteel Holdings Corp,1,1,2101.0,0.0,1,1,South Korea,Asia Pacific,29.0,0,,,,0.0,0.0,35.968596,126.609524,SeAH Besteel Gunsan steel plant,35.968596,126.609524,0.0,0.0
SteelAsia Manufacturing Corp,7,3,2100.0,9800.0,1,1,Philippines,Asia Pacific,7.5,0,,,,0.0,0.0,10.363530155295422,123.72675043092036,SteelAsia Compostela steel plant,10.45078,124.006424,644.3549424615532,32.088493905512046
Algerian Qatari Steel,1,1,2100.0,2200.0,1,1,Algeria,Africa,9.0,0,,,,0.0,0.0,36.753961,6.24442,Algerian Qatari Steel Jijel plant,36.753961,6.24442,0.0,0.0
Suez Steel Company SAE,1,1,2080.0,0.0,1,1,Egypt,Africa,26.0,0,,,,0.0,0.0,29.927875000000004,32.437744,Suez Steel Solb Misr Attaka plant,29.927875,32.437744,0.0,0.0
Guangdong Yuebei United Steel Co Ltd,1,1,2055.0,0.0,1,1,China,Asia Pacific,16.0,1,114780320.39245096,1125333997.9230347,1125333997.9230347,1.0,0.4744525547445255,24.262452,113.728198,Guangdong Yuebei United Steel Co Ltd,24.262452,113.728198,0.0,0.0
Uralskaya Stal JSC,1,1,2050.0,0.0,1,1,Russia,Eurasia,71.0,0,,,,0.0,0.0,51.214781,58.353913,Ural Steel Metallurgical Plant,51.214781,58.353913,0.0,0.0
Orissa Metaliks Pvt Ltd,3,3,2050.0,3103.0,1,1,India,Asia Pacific,9.0,3,2205613025.7592883,11647420002.710455,11937673818.653206,1.0,0.0,22.228916368518345,86.31632919197715,Orissa Metaliks Kharagpur steel plant,22.378355,87.281773,245.72332664844237,100.70131750406449
Xining Special Steel Co Ltd,1,1,2040.0,0.0,1,1,China,Asia Pacific,28.37,1,3718700727.8378444,78026869502.55952,78026869502.55952,1.0,0.4411764705882353,36.66856,101.671414,Xining Special Steel Co Ltd,36.66856,101.671414,0.0,0.0
Guangdong Guangqing METAL Technology Co Ltd,1,1,2040.0,0.0,1,1,China,Asia Pacific,16.0,1,546325381.749661,8965655529.844513,8965655529.844513,1.0,0.0,21.697069,111.848841,Guangdong Guangqing Metal Technology Co Ltd,21.697069,111.848841,0.0,0.0
Heilongjiang Jianlong Iron and Steel Co Ltd,1,1,2001.0,0.0,1,1,China,Asia Pacific,23.0,1,125175844.19061546,5871935016.85296,5871935016.85296,1.0,1.0,46.602297,131.071877,Heilongjiang Jianlong Iron and Steel Co Ltd,46.602297,131.071877,0.0,0.0
Guangdong Jingye Iron and Steel Co Ltd,1,1,2000.0,0.0,1,1,China,Asia Pacific,6.0,1,7797595936.055308,345789484427.87335,345789484427.87335,1.0,1.0,23.454666,116.498483,Guangdong Jingye Iron and Steel Co Ltd,23.454666,116.498483,0.0,0.0
PT The Master Steel MFG,1,1,2000.0,0.0,1,1,Indonesia,Asia Pacific,54.0,0,,,,0.0,0.0,-6.18421,106.920067,Master Steel Jakarta Steel plant,-6.18421,106.920067,0.0,0.0
Shijiazhuang Iron and Steel Co Ltd,2,1,2000.0,0.0,1,1,China,Asia Pacific,34.5,2,41715661516.27928,170201054489.4095,9741885478.582943,1.0,0.0,38.075008000000004,114.033043,Shijiazhuang Iron and Steel Co Ltd Special Steel Branch,38.075008,114.033043,46.189297000884025,7.073240659849489e-13
Panhua Group Co Ltd,2,1,2000.0,0.0,1,1,Philippines,Asia Pacific,0.0,0,,,,0.0,1.0,5.866550000000001,125.078751,Panhua Group Sarangani steel plant,5.86655,125.078751,297.9305071072437,1.7683101649623721e-13
Fujian Wuhang Stainless Steel Products Co Ltd,1,1,2000.0,0.0,1,1,China,Asia Pacific,33.0,1,6512786661.363352,121317464955.75766,121317464955.75766,1.0,0.0,25.95923,119.452018,Fujian Wuhang Stainless Steel Products Co Ltd,25.95923,119.452018,0.0,0.0
Xinxing Ductile Iron Pipes Xinjiang Co Ltd,1,1,2000.0,750.0,1,1,China,Asia Pacific,15.46,1,31013010.919899933,271826943.1926223,271826943.1926223,1.0,1.0,42.333321000000005,86.302481,Xinjiang Tianshan Iron and Steel Bazhou Co Ltd,42.333321,86.302481,1.4146481319698977e-12,1.4146481319698977e-12
Jiangsu Changqiang Iron & Steel Co Ltd,1,1,2000.0,0.0,1,1,China,Asia Pacific,22.42,1,5149260849.902505,141261220919.2089,141261220919.2089,1.0,1.0,31.952064000000004,120.189749,Jiangsu Changqiang Iron and Steel Co Ltd,31.952064,120.189749,0.0,0.0
Henan YAXIN Steel Industry Co Ltd,1,1,2000.0,1600.0,1,1,China,Asia Pacific,23.0,1,1630271672.3960836,46949897947.47488,46949897947.47488,1.0,1.0,35.87995600000001,114.334825,Henan Yaxin Iron and Steel Group Co Ltd,35.879956,114.334825,7.073240659849489e-13,7.073240659849489e-13
BERIS Jiangsu Heavy Industry Co Ltd,1,1,2000.0,0.0,1,1,China,Asia Pacific,16.33,1,178113102.28059617,67465694863.543724,67465694863.543724,1.0,0.0,32.104319,119.79212599999998,Zhongye Dongfang Jiangsu Heavy Industry Co Ltd,32.104319,119.792126,0.0,0.0
Acindar Industria Argentina de Aceros SA,1,1,2000.0,0.0,1,1,Argentina,Central & South America,80.0,0,,,,0.0,0.0,-33.249936,-60.300415,ArcelorMittal Acindar Villa Constitución steel plant,-33.249936,-60.300415,0.0,0.0
Alfa Acciai SpA,1,1,2000.0,0.0,1,1,Italy,Europe,71.0,0,,,,0.0,0.0,45.50869800000001,10.248464000000002,Alfa Acciai Brescia steel plant,45.508698,10.248464,7.180977167827795e-13,7.180977167827795e-13
Tangshan Wenfeng Special Steel Co Ltd,1,1,2000.0,0.0,1,1,China,Asia Pacific,18.47,1,146526011.7107865,4822170639.785444,4822170639.785444,1.0,0.675,39.146541,118.432261,Tangshan Wenfeng Special Steel Co Ltd,39.146541,118.432261,0.0,0.0
Wuhai Baogang Wanteng Iron and Steel Co Ltd,1,1,2000.0,0.0,1,1,China,Asia Pacific,15.0,1,111523145.34028804,4238109972.7364726,4238109972.7364726,1.0,1.0,39.855971000000004,106.88664700000001,Wuhai Baogang Wanteng Iron and Steel Co Ltd,39.855971,106.886647,1.2960049860395555e-12,1.2960049860395555e-12
Inner Mongolia Yaxinlongshun Special Steel Co Ltd,1,1,2000.0,0.0,1,1,China,Asia Pacific,20.3,1,2337622.9703656165,43882319875.08875,43882319875.08875,1.0,1.0,40.689778000000004,110.214707,Inner Mongolia Yaxin Longshun Special Steel Co Ltd,40.689778,110.214707,7.073240659849489e-13,7.073240659849489e-13
Hubei Shunle Iron and Steel Co Ltd,1,1,2000.0,0.0,1,1,China,Asia Pacific,5.0,1,96700424.06712171,3896296123.857642,3896296123.857642,1.0,0.0,29.925025999999995,113.826118,Hubei Shunle Steel Co Ltd plant,29.925026,113.826118,0.0,0.0
Fuzhou Wuhang Steel Products Co Ltd,1,1,2000.0,0.0,1,1,China,Asia Pacific,5.0,1,6512786661.363352,122602138013.36755,122602138013.36755,1.0,0.0,25.995101000000002,119.495725,Fuzhou Wuhang Steel Products Co Ltd,25.995101,119.495725,7.073240659849489e-13,7.073240659849489e-13
Wuhu Fuxin Iron & Steel Co Ltd,1,1,2000.0,0.0,1,1,China,Asia Pacific,23.0,1,203072621.1319695,14988877836.507608,14988877836.50761,1.0,1.0,31.194505000000003,118.067833,Wuhu Fuxin Iron and Steel Co Ltd,31.194505,118.067833,0.0,0.0
Arcelormittal Sestao SL,1,1,2000.0,0.0,1,1,Spain,Europe,124.0,0,,,,0.0,0.0,43.31314400000001,-2.998964,ArcelorMittal Sestao steel plant,43.313144,-2.998964,7.073240659849489e-13,7.073240659849489e-13
Luzhou Xinyang Vanadium Titanium Steel Co Ltd,1,1,2000.0,0.0,1,1,China,Asia Pacific,6.12,1,20271489.796361625,14827483803.874836,14827483803.874836,1.0,0.0,28.851779000000004,105.70509,Luzhou Xinyang Vanadium Titanium Steel Co Ltd,28.851779,105.70509,7.073240659849489e-13,7.073240659849489e-13
Wuhu Xinxing Ductile Iron Pipes Co Ltd,1,1,2000.0,0.0,1,1,China,Asia Pacific,23.0,1,1042494789.8844099,47168529761.85727,47168529761.85727,1.0,0.75,31.229893,118.15086699999999,Wuhu Xinxing Ductile Iron Pipes Co Ltd,31.229893,118.150867,0.0,0.0
Hubei Lijin Steel Group Co Ltd,1,1,2000.0,0.0,1,1,China,Asia Pacific,24.0,1,728653447.9992169,3421129107.2619076,3421129107.2619076,1.0,0.0,32.127263,112.715688,Hubei Lijin Steel Group Co Ltd,32.127263,112.715688,0.0,0.0
Guizhou United Steel (Group) Co Ltd,1,1,1990.0,0.0,1,1,China,Asia Pacific,12.0,1,288427354.33009654,39984761441.50749,39984761441.50749,1.0,0.0,27.591691,106.814024,Guizhou United Iron and Steel Group Co Ltd,27.591691,106.814024,0.0,0.0
Sev.en Global Investments AS,2,2,1970.0,0.0,2,1,"Norway, United Kingdom",Europe,50.0,0,,,,0.0,0.0,57.514347929417234,1.9062521125780907,Se.ven GI Cardiff steel plant,51.479757,-3.137056,1165.4888771893673,745.3904516228835
Aceros Especiales Simec Tlaxcala SA de CV,2,2,1956.0,0.0,1,1,Mexico,North America,20.32,0,,,,0.0,0.0,20.530744149724534,-99.25721369397296,Grupo Simec Apizaco Cholula steel plant,19.395628,-98.088777,245.3845924193006,175.62252562202744
Pavgord doo,1,1,1940.0,0.0,1,1,Bosnia and Herzegovina,Europe,134.0,0,,,,0.0,0.5876288659793815,44.224446,17.899815,Pavgord Zenica steel plant,44.224446,17.899815,0.0,0.0
Angang Lianzhong Stainless Steel Corp,1,1,1900.0,0.0,1,1,China,Asia Pacific,25.0,1,23605391215.706425,860628677784.8787,860628677784.8787,1.0,0.0,23.126822000000004,113.505817,Angang Lianzhong Stainless Steel Co Ltd,23.126822,113.505817,3.5366203299247443e-13,3.5366203299247443e-13
ShiGangJingCheng Equipment Development and Manufacturing Co Ltd,1,1,1900.0,0.0,1,1,China,Asia Pacific,20.0,1,758099574.9849542,50793015085.371735,50793015085.371735,1.0,0.6052631578947368,40.626396,122.38884000000002,ShiGangJingCheng Equipment Development and Manufacturing Co Ltd,40.626396,122.38884,0.0,0.0
Shaanxi Lueyang Iron and Steel Co Ltd,1,1,1900.0,1150.0,1,1,China,Asia Pacific,22.29,1,32314098.785076372,235071813.0636932,235071813.0636932,1.0,1.0,33.323678,106.167206,Shaanxi Lueyang Iron and Steel Co Ltd,33.323678,106.167206,0.0,0.0
Lucheng Xingbao Iron & Steel Co Ltd,1,1,1900.0,0.0,1,1,China,Asia Pacific,22.85,1,2719454994.077153,51965769924.3065,51965769924.3065,1.0,1.0,36.332449,113.15509000000002,Changzhi Xingbao Steel Co Ltd,36.332449,113.15509,1.1396304503097789e-12,1.1396304503097789e-12
Shandong Taigang Xinhai Stainless Steel Co Ltd,1,1,1860.0,0.0,1,1,China,Asia Pacific,10.07,1,374021532.01611346,9458763157.781725,9458763157.781725,1.0,1.0,35.228556,119.08417800000001,Shandong Taigang Xinhai Stainless Steel Co Ltd,35.228556,119.084178,0.0,0.0
Wuzhou Yongda Steel Works Co Ltd,1,1,1851.0,1645.0,1,1,China,Asia Pacific,17.0,1,607979569.3111423,17168553692.68113,17168553692.68113,1.0,0.0,23.524464999999996,111.2402,Wuzhou Yongda Iron and Steel Co Ltd,23.524465,111.2402,3.5366203299247443e-13,3.5366203299247443e-13
Algoma Steel Group Inc,1,1,1850.0,1850.0,1,1,Canada,North America,125.0,0,,,,0.0,0.0,46.518984,-84.374068,Algoma steel plant,46.518984,-84.374068,0.0,0.0
Hebei Huaxi Special Steel Co Ltd,1,1,1824.0,0.0,1,1,China,Asia Pacific,5.0,1,658638310.9064554,5574342695.914176,5574342695.914176,1.0,1.0,39.260784,119.00592499999999,Hebei Huaxi Special Steel Co Ltd,39.260784,119.005925,0.0,0.0
Anshan Baode Iron & Steel Co Ltd,1,1,1800.0,0.0,1,1,China,Asia Pacific,26.73,1,4381066890.384275,163827269958.9023,163827269958.9023,1.0,1.0,41.173613,122.94550100000001,Anshan Baode Iron and Steel Co Ltd,41.173613,122.945501,0.0,0.0
Ningxia Iron and Steel (Group) Co Ltd,1,1,1800.0,0.0,1,1,China,Asia Pacific,68.0,1,21396075.606333133,5611743146.297188,5611743146.297188,1.0,1.0,37.503054,105.078348,Ningxia Iron and Steel Group Co Ltd,37.503054,105.078348,0.0,0.0
Hbzx HIGH Tech Co Ltd,1,1,1800.0,0.0,1,1,China,Asia Pacific,3.0,1,11073664760.627905,24373336350.227478,24373336350.227478,1.0,0.0,40.607977,115.067516,Hebei Zhangxuan High Tech Co Ltd,40.607977,115.067516,0.0,0.0
G Steel PCL,1,1,1800.0,0.0,1,1,Thailand,Asia Pacific,27.0,0,,,,0.0,0.0,12.793786000000003,101.244592,Nippon Rayong Steel plant,12.793786,101.244592,1.7683101649623721e-13,1.7683101649623721e-13
BES Brandenburger Elektrostahlwerke GmbH,1,1,1800.0,0.0,1,1,Germany,Europe,114.0,0,,,,0.0,0.0,52.402617,12.496135000000002,Riva Brandenburg Electric Steel Works,52.402617,12.496135,1.0788619026237353e-13,1.0788619026237353e-13
Feng Hsin Steel Co Ltd,1,1,1800.0,0.0,1,1,Taiwan,Asia Pacific,55.0,0,,,,0.0,0.0,24.31287,120.712774,Feng Hsin Taichung Steel plant,24.31287,120.712774,0.0,0.0
Henan Angang Zhoukou Iron and Steel Co Ltd,1,1,1750.0,1300.0,1,1,China,Asia Pacific,5.0,1,1216482444.7504897,9764326764.785652,9764326764.785652,1.0,1.0,33.364534,115.099661,Henan Angang Zhoukou Iron and Steel Co Ltd,33.364534,115.099661,0.0,0.0
Acciaierie Venete SpA,3,3,1740.0,750.0,1,1,Italy,Europe,47.0,0,,,,0.0,0.0,45.70981547447659,11.21947479113646,Acciaierie Venete Borgo Valsugana steel plant,46.049182,11.440394,78.78725484784968,41.430118722530835
Fujian Dingsheng Steel Co Ltd,1,1,1726.0,0.0,1,1,China,Asia Pacific,8.0,1,65973740.548705816,4145571679.748354,4145571679.748354,1.0,0.0,27.224477,120.32882799999999,Fujian Dingsheng Iron and Steel Co Ltd,27.224477,120.328828,0.0,0.0
Guangxi Longzhou Zhongheng Wanhua Industrial Co Ltd,2,1,1725.0,0.0,1,1,China,Asia Pacific,17.5,2,14775761.727532735,1219183267.816457,1401279019.1171057,1.0,0.0,23.987136000000003,111.914197,Guangxi Guifeng Special Steel Co Ltd,23.987136,111.914197,540.3949499231294,3.5366203299247443e-13
Siderca SAIC,1,1,1720.0,0.0,1,1,Argentina,Central & South America,65.57,0,,,,0.0,0.0,-34.152553999999995,-58.97738800000001,TenarisSiderca Campana steel plant,-34.152554,-58.977388,1.367776716465101e-12,1.367776716465101e-12
Libyan Iron and Steel Co,1,1,1710.0,0.0,1,1,Libya,Africa,37.0,0,,,,0.0,0.0,32.335185,15.215053000000005,Libyan Iron and Steel Misrata plant,32.335185,15.215053,2.988209104017904e-13,2.988209104017904e-13
Licheng Taihang Iron & Steel Co Ltd,1,1,1700.0,0.0,1,1,China,Asia Pacific,25.68,1,231213739.23506635,5164716713.87076,5164716713.87076,1.0,1.0,36.472303000000004,113.344155,Licheng Taihang Iron and Steel Co Ltd,36.472303,113.344155,7.073240659849489e-13,7.073240659849489e-13
Shanxi Meijin Iron and Steel Co Ltd,2,1,1700.0,3090.0,1,1,China,Asia Pacific,22.32,2,2089291270.347642,10351724174.808672,15890424232.047594,1.0,1.0,37.571354000000014,112.229791,Shanxi Meijin Iron and Steel Co Ltd Dongyu Town,37.571354,112.229791,135.93671699328087,1.4146481319698977e-12
CMC Poland SP zoo,1,1,1700.0,0.0,1,1,Poland,Europe,125.0,0,,,,0.0,0.0,50.487463000000005,19.456758999999998,CMC Zawiercie steel plant,50.487463,19.456759,7.422531409456115e-13,7.422531409456115e-13
Outokumpu Stainless AB,2,2,1700.0,0.0,2,1,"Finland, Sweden",Europe,73.0,0,,,,0.0,0.0,64.16440130050796,21.491735929622468,Outokumpu Tornio steel plant,65.767115,24.176472,524.6614350781408,218.404698414033
Godo Steel Ltd,3,3,1700.0,0.0,1,1,Japan,Asia Pacific,51.0,3,176002564914.40576,2363553848858.4585,2534076359059.482,1.0,0.0,35.15747324435747,137.0586753625425,Godo Steel Funabashi Works,35.697541,139.964104,270.0040342534613,270.0040342534613
Egyptian Steel Group,2,2,1660.0,0.0,1,1,Egypt,Africa,8.0,0,,,,0.0,0.0,29.401049496331158,31.76275103227149,Egyptian Steel Ain Sokhna plant,29.64769,32.2789,56.975289840807264,56.975289840807264
Heyuan Derun Steel Co Ltd,2,1,1650.0,0.0,1,1,China,Asia Pacific,26.0,2,5199836757.785021,11378305158.915005,226801845.94090843,1.0,0.0,23.39775,114.898646,Heyuan Derun Steel Co Ltd LanTang Industrial Park,23.39775,114.898646,36.52705729405504,0.0
Talleres y Aceros SA de CV,1,1,1650.0,0.0,1,1,Mexico,North America,33.0,0,,,,0.0,0.0,18.869271999999995,-97.047263,TYASA steel plant,18.869272,-97.047263,3.5366203299247443e-13,3.5366203299247443e-13
