Owner,n_plants,n_operating_plants,total_capacity_ttpa,pipeline_capacity_ttpa,n_countries,n_regions,countries,main_region,median_plant_age_years,n_plants_with_litpop,avg_litpop_nearest_usd,avg_litpop_25km_usd,capacity_weighted_litpop_25km_usd,litpop_coverage_share,bof_share,centroid_lat,centroid_lon,largest_plant,largest_plant_lat,largest_plant_lon,max_distance_to_centroid_km,centroid_to_largest_plant_km
Shandong Iron & Steel Group Yongfeng Lingang Corp,1,1,5400.0,2750.0,1,1,China,Asia Pacific,4.69,1,238915176.01580334,9753154820.245316,9753154820.245316,1.0,1.0,35.137060999999996,119.06831899999999,Shandong Iron and Steel Group Yongfeng Lingang Co Ltd,35.137061,119.068319,7.073240659849489e-13,7.073240659849489e-13
Jinan Iron & Steel Group Co Ltd,1,1,5200.0,0.0,1,1,China,Asia Pacific,4.0,1,2791499561.2492723,23800884801.555405,23800884801.555405,1.0,1.0,36.718952,114.111677,Jinan Iron and Steel Group Co Ltd,36.718952,114.111677,0.0,0.0
Ternium Brasil Ltda,1,1,5200.0,0.0,1,1,Brazil,Central & South America,16.0,0,,,,0.0,1.0,-22.912548999999995,-43.741614,Ternium Brasil Santa Cruz steel plant,-22.912549,-43.741614,3.5366203299247443e-13,3.5366203299247443e-13
Salzgitter Flachstahl GmbH,1,1,5200.0,1900.0,1,1,Germany,Europe,25.0,0,,,,0.0,1.0,52.161794,10.409371000000002,Salzgitter Flachstahl steel plant,52.161794,10.409371,1.0847412398186639e-13,1.0847412398186639e-13
Fujian Great Dong Hai Industrial Group Co Ltd,1,1,5128.0,0.0,1,1,China,Asia Pacific,8.0,1,548350467.9412751,33788256338.787186,33788256338.787186,1.0,1.0,25.737777,119.59223900000002,Fujian Dadonghai Industrial Group Co Ltd plant,25.737777,119.592239,0.0,0.0
ArcelorMittal Méditerranée SAS,1,1,5100.0,2000.0,1,1,France,Europe,52.0,0,,,,0.0,1.0,43.43283,4.887166,ArcelorMittal Méditerranée Fos sur Mer steel plant,43.43283,4.887166,0.0,0.0
Commercial Metals Co,8,7,5076.0,590.0,1,1,United States,North America,32.0,0,,,,0.0,0.0,34.183715802132966,-90.03458394339714,CMC Steel Texas plant,29.577459,-98.032017,1991.7476595408425,911.9421657914504
Wuyang Iron and Steel Co Ltd,1,1,5040.0,0.0,1,1,China,Asia Pacific,56.0,1,642394331.888709,5845812635.478318,5845812635.478318,1.0,0.23809523809523808,33.287536,113.474328,Wuyang Iron and Steel Co Ltd,33.287536,113.474328,0.0,0.0
Henan Jiyuan Iron & Steel (Group) Co Ltd,1,1,5038.0,1600.0,1,1,China,Asia Pacific,68.0,1,3421395276.0751696,17284831673.714447,17284831673.714447,1.0,1.0,35.08639600000001,112.553774,Henan Jiyuan Iron and Steel Group Co Ltd,35.086396,112.553774,7.073240659849489e-13,7.073240659849489e-13
ArcelorMittal Poland SA,2,1,5001.0,0.0,1,1,Poland,Europe,58.0,0,,,,0.0,1.0,50.342417,19.285037,ArcelorMittal Dąbrowa Górnicza steel plant,50.342417,19.285037,64.49100231499227,0.0
JSW Vijayanagar Metallics Ltd,1,1,5000.0,0.0,1,1,India,Asia Pacific,2.0,1,334841572.46645224,4521383673.340231,4521383673.340231,1.0,1.0,15.203176000000001,76.65912200000001,JSW Vijayanagar Metallics steel plant,15.203176,76.659122,1.3651382192253744e-12,1.3651382192253744e-12
Içdaş Çelik Enerji Tersane Ve Ulaşim Sanayi AŞ,1,1,5000.0,0.0,1,1,Türkiye,Europe,56.0,0,,,,0.0,0.0,40.441491000000006,27.137563000000004,İÇDAŞ Biga steel plant,40.441491,27.137563,7.568058186760618e-13,7.568058186760618e-13
Hebei Jinxi Iron & Steel Group Co Ltd,1,1,5000.0,0.0,1,1,China,Asia Pacific,40.0,1,251849587.08247745,7634982789.47614,7634982789.476141,1.0,1.0,40.209844,118.220547,Hebei Jinxi Iron and Steel Group Co Ltd,40.209844,118.220547,0.0,0.0
Hebei Xinda Iron and Steel Co Ltd,1,1,5000.0,0.0,1,1,China,Asia Pacific,24.0,1,796505445.106471,32052499729.96921,32052499729.96921,1.0,1.0,39.898362,118.57936400000001,Hebei Xinda Iron and Steel Group Co Ltd,39.898362,118.579364,0.0,0.0
Tangshan Songting IRON&STEEL Co Ltd,1,1,5000.0,0.0,1,1,China,Asia Pacific,57.0,1,1205952791.2560177,26468652953.466404,26468652953.466404,1.0,1.0,39.938866,118.576678,Tangshan Songting Iron and Steel Co Ltd,39.938866,118.576678,0.0,0.0
Usinas Siderurgicas de Minas Gerais SA,2,1,5000.0,0.0,1,1,Brazil,Central & South America,63.5,0,,,,0.0,1.0,-19.491277,-42.544253000000005,Usiminas Ipatinga steel plant,-19.491277,-42.544253,626.8882537900772,6.667889510446363e-13
Quzhou Yuanli METAL Products Co Ltd,1,1,5000.0,3450.0,1,1,China,Asia Pacific,35.0,1,1274727897.9611301,18757567892.705128,18757567892.705128,1.0,1.0,28.893407000000007,118.86712500000002,Quzhou Yuanli Metal Products Co Ltd,28.893407,118.867125,7.073240659849489e-13,7.073240659849489e-13
Baowu Group Echeng Iron & Steel Co Ltd,1,1,4971.0,0.0,1,1,China,Asia Pacific,68.0,1,14250230836.869875,49134741626.088264,49134741626.088264,1.0,1.0,30.39574,114.86131300000001,Baowu Group Echeng Iron and Steel Co Ltd,30.39574,114.861313,0.0,0.0
Tianjin Iron PLANT Co Ltd,1,1,4870.0,0.0,1,1,China,Asia Pacific,57.0,1,1279452525.6709294,5117323771.138805,5117323771.138805,1.0,1.0,36.58967,113.745792,Tianjin Iron Plant,36.58967,113.745792,0.0,0.0
Guangxi Chiji Iron and Steel Co Ltd,1,1,4800.0,0.0,1,1,China,Asia Pacific,7.0,1,105313275.99139243,17527437342.038834,17527437342.038834,1.0,1.0,23.402120999999998,111.134606,Guangxi Chiji Iron and Steel Co Ltd,23.402121,111.134606,3.5366203299247443e-13,3.5366203299247443e-13
Shanxi Jinnan Iron and Steel Group Co Ltd,1,1,4800.0,1600.0,1,1,China,Asia Pacific,12.0,1,162446633.34105244,11181969511.287159,11181969511.287159,1.0,1.0,35.678541,111.51465,Shanxi Jinnan Iron and Steel Group Co Ltd,35.678541,111.51465,0.0,0.0
Tokyo Steel Manufacturing Co Ltd,4,4,4786.0,0.0,1,1,Japan,Asia Pacific,42.3,4,18429753186.74529,149765178573.42877,149183166332.31525,1.0,0.0,34.89852274908918,136.24780674663353,Tokyo Steel Tahara plant,34.702012,137.249114,516.3871371690278,94.00128263935389
Kardemir Karabuk Demir Çelik Sanayi Ve Ticaret AŞ,2,2,4751.0,0.0,1,1,Türkiye,Europe,45.22,0,,,,0.0,0.7368974952641549,40.56660515562469,31.103984897090406,Kardemir Merkez steel plant,41.180307,32.634343,408.1695493506188,145.64621258068576
Tangshan Donghua Iron & Steel Enterprise Group Co Ltd,1,1,4750.0,1650.0,1,1,China,Asia Pacific,17.0,1,438464931.03294915,104601089880.18477,104601089880.18477,1.0,1.0,39.468366,118.256774,Tangshan Donghua Iron and Steel Enterprise Group Co Ltd,39.468366,118.256774,0.0,0.0
Shanxi Jianlong Industrial Co Ltd,1,1,4750.0,0.0,1,1,China,Asia Pacific,25.91,1,384406160.84900844,10420441282.32684,10420441282.32684,1.0,1.0,35.417405,111.303919,Shanxi Jianlong Industrial Co Ltd,35.417405,111.303919,0.0,0.0
JiuJiang PXSteel Co Ltd,1,1,4700.0,0.0,1,1,China,Asia Pacific,14.09,1,478146017.5263399,13143784792.108128,13143784792.108128,1.0,1.0,29.778431000000005,116.27527000000002,Jiujiang Pinggang Iron and Steel Co Ltd,29.778431,116.27527,0.0,0.0
Osaka Steel Co Ltd,1,1,4650.0,0.0,1,1,Japan,Asia Pacific,76.0,1,254812052510.10464,2963446320044.215,2963446320044.215,1.0,0.0,34.598220000000005,135.45439,Osaka Steel Sakai Works,34.59822,135.45439,7.073240659849489e-13,7.073240659849489e-13
Shiheng SPECIAL Steel Group Co Ltd,1,1,4650.0,0.0,1,1,China,Asia Pacific,25.15,1,1341653440.6361408,11922002893.391811,11922002893.391811,1.0,1.0,36.229201,116.533981,Shiheng Special Steel Group Co Ltd,36.229201,116.533981,0.0,0.0
Jincheng FUSHENG Iron & Steel Co Ltd,1,1,4600.0,0.0,1,1,China,Asia Pacific,23.2,1,981005265.3164757,30493439287.242214,30493439287.242214,1.0,1.0,35.662985,112.882395,Jincheng Fusheng Iron and Steel Co Ltd,35.662985,112.882395,0.0,0.0
Tonghua Iron & Steel Co Ltd,1,1,4590.0,0.0,1,1,China,Asia Pacific,19.53,1,601217158.3271072,6291983075.24069,6291983075.24069,1.0,1.0,41.779125,126.022349,Tonghua Iron and Steel Co Ltd,41.779125,126.022349,0.0,0.0
British Steel Ltd,2,1,4500.0,0.0,1,1,United Kingdom,Europe,162.0,0,,,,0.0,1.0,53.580827,-0.6165090000000001,British Steel Scunthorpe plant,53.580827,-0.616509,117.10277282707614,6.561405455154217e-15
DeAcero SAPI de CV,2,2,4500.0,3000.0,1,1,Mexico,North America,34.0,0,,,,0.0,0.0,22.959351520607864,-100.94296301615364,DEACERO Celaya steel plant,20.518556,-100.925556,283.7552302700745,271.41040750587194
Habas Industrial and Medical Gases Production Industries AŞ,1,1,4500.0,0.0,1,1,Türkiye,Europe,39.0,0,,,,0.0,0.0,38.751462,26.950172,Habas Aliaga steel plant,38.751462,26.950172,0.0,0.0
Rockcheck Steel Group Co Ltd,1,1,4500.0,1250.0,1,1,China,Asia Pacific,23.08,1,8170303829.634859,422293657920.1425,422293657920.1425,1.0,1.0,38.97063800000001,117.495794,Tianjin Rockcheck Steel Group Co Ltd,38.970638,117.495794,7.073240659849489e-13,7.073240659849489e-13
Çolakoğlu Metalürji AŞ,1,1,4500.0,0.0,1,1,Türkiye,Europe,57.0,0,,,,0.0,0.0,40.768409,29.529979,Colakoglu Metallurgical Dilovasi steel plant,40.768409,29.529979,0.0,0.0
Tangshan RUIFENG Steel and Iron (GROUP) Co Ltd,1,1,4500.0,0.0,1,1,China,Asia Pacific,24.0,1,438464931.03294915,126068925193.79591,126068925193.79591,1.0,1.0,39.497472,118.272056,Tangshan Ruifeng Iron and Steel Group Co Ltd,39.497472,118.272056,0.0,0.0
Tianjin Tiangang UNITED SPECIAL Steel Co Ltd,1,1,4500.0,0.0,1,1,China,Asia Pacific,16.66,1,10311114379.091043,77802195078.26007,77802195078.26007,1.0,1.0,39.300258,117.800231,Tianjin New Tiangang United Special Steel Co Ltd,39.300258,117.800231,0.0,0.0
US Steel Košice sro,1,1,4500.0,0.0,1,1,Slovakia,Europe,61.0,0,,,,0.0,1.0,48.61200100000001,21.191401000000003,U. S. Steel Košice steel plant,48.612001,21.191401,7.449708841081265e-13,7.449708841081265e-13
Hanshan Iron and Steel Co Ltd,1,1,4488.0,0.0,1,1,China,Asia Pacific,4.0,1,296202759.7826058,6090170495.254466,6090170495.254466,1.0,1.0,36.68588100000001,113.837073,Handan Steel Group Handan Bao Steel Co Ltd,36.685881,113.837073,7.073240659849489e-13,7.073240659849489e-13
Evraz NTMK JSC,1,1,4400.0,0.0,1,1,Russia,Eurasia,86.0,0,,,,0.0,1.0,57.922851,60.03354300000001,Evraz NTMK steel plant,57.922851,60.033543,0.0,0.0
Chengde Jianlong SPECIAL Steel Co Ltd,1,1,4400.0,0.0,1,1,China,Asia Pacific,25.0,1,277866579.7444777,960037253.5921401,960037253.5921401,1.0,1.0,40.515035,117.596071,Chengde Jianlong Special Steel Co Ltd,40.515035,117.596071,0.0,0.0
Ternium México SA de CV,4,3,4330.0,2600.0,1,1,Mexico,North America,45.0,0,,,,0.0,0.0,23.715080753457674,-99.66327782147934,Ternium Guerrero San Nicolás de los Garza steel plant,25.720327,-100.301175,524.2371704292518,232.0948179819945
Acciaieria Arvedi SpA,1,1,4300.0,0.0,1,1,Italy,Europe,34.0,0,,,,0.0,0.0,45.14594900000001,9.950821,Finarvedi Cremona steel plant,45.145949,9.950821,7.073240659849489e-13,7.073240659849489e-13
Tangshan Heavy Plate Co Ltd,1,1,4200.0,0.0,1,1,China,Asia Pacific,20.0,1,658638310.9064554,5574342695.914176,5574342695.914176,1.0,1.0,39.268452,119.024819,Tangshan Medium Thick Plate Co Ltd,39.268452,119.024819,0.0,0.0
Jianlong Xilin Iron and Steel Co Ltd,1,1,4200.0,0.0,1,1,China,Asia Pacific,60.0,1,10642384.938641924,64650969.46595777,64650969.46595777,1.0,1.0,47.495036,129.287919,Jianlong Xilin Iron and Steel Co Ltd,47.495036,129.287919,0.0,0.0
Hüttenwerke Krupp Mannesmann GmbH,1,1,4200.0,6000.0,1,1,Germany,Europe,117.0,0,,,,0.0,1.0,51.371279,6.72331,Hüttenwerke Krupp Mannesmann (HKM) steel plant,51.371279,6.72331,0.0,0.0
Qingdao Special Iron and Steel Co Ltd,1,1,4170.0,1150.0,1,1,China,Asia Pacific,13.0,1,431849713.01466113,3766118251.1097937,3766118251.1097937,1.0,0.7673860911270983,35.62960000000001,119.722335,Qingdao Special Iron and Steel Co Ltd,35.6296,119.722335,7.073240659849489e-13,7.073240659849489e-13
Tangshan Fengnan District Jing'an Iron and Steel Co Ltd,1,1,4125.0,1700.0,1,1,China,Asia Pacific,24.0,1,1597397963.2435653,141866314043.75964,141866314043.75964,1.0,1.0,39.600956000000004,118.35872600000002,Tangshan Fengnan District Jing an Iron and Steel Co Ltd,39.600956,118.358726,7.073240659849489e-13,7.073240659849489e-13
Zaporiz'kyi Metalurhiinyi Kombinat Zaporizhstal' PJSC,1,1,4102.0,0.0,1,1,Ukraine,Europe,93.0,0,,,,0.0,0.0,47.86838000000001,35.16177299999999,Metinvest Zaporizhstal steel plant,47.86838,35.161773,8.517371109628805e-13,8.517371109628805e-13
Mobarakeh Steel Co,4,3,4100.0,1500.0,1,1,Iran,Middle East,17.5,0,,,,0.0,0.0,30.458217187589135,53.10095042062256,Mobarakeh Saba Steel Chamgordan plant,32.40787,51.338985,468.77715868326,273.74861552541364
ArcelorMittal Dofasco GP,1,1,4050.0,2400.0,1,1,Canada,North America,114.0,0,,,,0.0,0.6666666666666666,43.269255,-79.804858,ArcelorMittal Dofasco steel plant,43.269255,-79.804858,0.0,0.0
PT Krakatau Steel (Persero) Tbk,1,1,4000.0,4000.0,1,1,Indonesia,Asia Pacific,49.0,0,,,,0.0,0.0,-6.007021,106.001766,Krakatau Steel Cilegon plant,-6.007021,106.001766,0.0,0.0
Jiugang Group Yuzhong Iron & Steel Co Ltd,1,1,4000.0,0.0,1,1,China,Asia Pacific,23.0,1,167993672.70306432,116008672656.27939,116008672656.27939,1.0,1.0,36.033646,104.035535,Jiugang Group Yuzhong Iron and Steel Co Ltd,36.033646,104.035535,0.0,0.0
Ningbo Iron & Steel Co Ltd,1,1,3999.0,0.0,1,1,China,Asia Pacific,23.1,1,7787131930.195617,106590839861.33577,106590839861.33577,1.0,1.0,29.918776000000005,121.876423,Ningbo Iron and Steel Co Ltd,29.918776,121.876423,0.0,0.0
ArcelorMittal Bremen GmbH,1,1,3960.0,0.0,1,1,Germany,Europe,69.0,0,,,,0.0,1.0,53.133305,8.688193,ArcelorMittal Bremen steel plant,53.133305,8.688193,0.0,0.0
Hebei Taihang Iron and Steel Group Co Ltd,1,1,3950.0,0.0,1,1,China,Asia Pacific,5.0,1,383769388.9911753,28412442185.71179,28412442185.71179,1.0,1.0,36.613716,114.082349,Hebei Taihang Iron and Steel Group Co Ltd,36.613716,114.082349,0.0,0.0
Pangang Group Xichang Steel and Vanadium Co Ltd,1,1,3900.0,0.0,1,1,China,Asia Pacific,14.66,1,146825967.31663737,13271250192.453787,13271250192.453787,1.0,1.0,27.74799,102.20517,Pangang Group Xichang Steel and Vanadium Co Ltd,27.74799,102.20517,0.0,0.0
Shandong Iron and Steel Co Ltd,2,1,3850.0,0.0,1,1,China,Asia Pacific,7.375,2,1184398291.2950804,23223586351.664307,23064420998.480877,1.0,1.0,36.087717,117.82792699999999,Shandong Iron and Steel Co Ltd Laiwu Branch Aishan Street,36.087717,117.827927,2.028368340980536,0.0
Eregli Demir ve Celik Fabrikalari AŞ,1,1,3801.0,1400.0,1,1,Türkiye,Europe,61.0,0,,,,0.0,1.0,41.261469000000005,31.420106000000004,Erdemir Eregli steel plant,41.261469,31.420106,7.073240659849489e-13,7.073240659849489e-13
Anhui Changjiang Steel Co Ltd,1,1,3800.0,0.0,1,1,China,Asia Pacific,23.0,1,2369022303.7466125,144195323545.1065,144195323545.1065,1.0,0.7105263157894737,31.502272,118.46516200000002,Anhui Changjiang Steel Co Ltd,31.502272,118.465162,0.0,0.0
Zenith Steel Group Co Ltd,1,1,3700.0,0.0,1,1,China,Asia Pacific,24.39,1,18149919723.49238,439851361202.7066,439851361202.7066,1.0,1.0,31.707656,120.079591,Zenith Steel Group Co Ltd,31.707656,120.079591,0.0,0.0
Esfahan Steel Co,1,1,3600.0,3930.0,1,1,Iran,Middle East,55.0,0,,,,0.0,1.0,32.418304000000006,51.33131399999999,Esfahan Steel Isfahan plant,32.418304,51.331314,9.256492920012063e-13,9.256492920012063e-13
"Xinyang Iron & Steel Co.,ltd of Angang Group",1,1,3600.0,0.0,1,1,China,Asia Pacific,55.0,1,382250327.83036226,823121774.5842192,823121774.5842191,1.0,1.0,32.488704,114.038243,Angang Group Xinyang Iron and Steel Co Ltd,32.488704,114.038243,0.0,0.0
Gerdau Acominas SA,1,1,3600.0,0.0,1,1,Brazil,Central & South America,40.0,0,,,,0.0,1.0,-20.543507000000005,-43.752950000000006,Gerdau Açominas Ouro Branco steel plant,-20.543507,-43.75295,7.508491280463449e-13,7.508491280463449e-13
Shanxi Zhongyang Iron & Steel Co Ltd,1,1,3600.0,0.0,1,1,China,Asia Pacific,20.28,1,320338051.3482251,10953516151.292587,10953516151.292587,1.0,1.0,37.370796000000006,111.161118,Shanxi Zhongyang Iron and Steel Co Ltd,37.370796,111.161118,7.073240659849489e-13,7.073240659849489e-13
Dongkuk Steel Mill Co Ltd,2,2,3600.0,0.0,1,1,South Korea,Asia Pacific,44.5,0,,,,0.0,0.0,36.91658936973745,127.72421342265736,Dongkuk Steel Incheon steel plant,37.486465,126.638607,180.96788654187384,115.15216648847839
Shougang Changzhi IRON& Steel Co Ltd,1,1,3600.0,0.0,1,1,China,Asia Pacific,29.94,1,2449438562.2978115,46912539143.71565,46912539143.71565,1.0,1.0,36.356404000000005,113.060809,Shougang Changzhi Iron and Steel Co Ltd,36.356404,113.060809,7.073240659849489e-13,7.073240659849489e-13
Xinji AOSEN Steel Group Co Ltd,1,1,3600.0,0.0,1,1,China,Asia Pacific,24.0,1,215529762.4241828,13574145863.52741,13574145863.52741,1.0,1.0,37.752351,115.184798,Xinji Aosen Iron and Steel Group Co Ltd,37.752351,115.184798,0.0,0.0
Guangdong Jinshenglan Metallurgical Technology Co Ltd,1,1,3600.0,0.0,1,1,China,Asia Pacific,5.0,1,288572450.6037076,17537360291.947075,17537360291.947075,1.0,0.0,22.888728999999998,112.263081,Guangdong Jinshenglan Metallurgical Technology Co Ltd,22.888729,112.263081,3.5366203299247443e-13,3.5366203299247443e-13
Shougang Shuicheng Iron & Steel (Group) Co Ltd,1,1,3501.0,0.0,1,1,China,Asia Pacific,60.0,1,2917021785.146939,15938825236.627527,15938825236.62753,1.0,1.0,26.595229000000003,104.877413,Shougang Shuicheng Iron and Steel Group Co Ltd,26.595229,104.877413,3.5366203299247443e-13,3.5366203299247443e-13
Ternium Argentina SA,1,1,3501.0,0.0,1,1,Argentina,Central & South America,66.0,0,,,,0.0,1.0,-33.37365,-60.138697,Ternium Siderar San Nicolás steel plant,-33.37365,-60.138697,0.0,0.0
Kamet-Steel PrJSC,1,1,3500.0,0.0,1,1,Ukraine,Europe,139.0,0,,,,0.0,1.0,48.52801900000001,34.640915,Metallurgical Plant Kametstal,48.528019,34.640915,7.073240659849489e-13,7.073240659849489e-13
Alliance Steel (M) Sdn Bhd,1,1,3500.0,6500.0,1,1,Malaysia,Asia Pacific,9.0,0,,,,0.0,1.0,4.007595,103.344458,Alliance Steel Kuantan plant,4.007595,103.344458,0.0,0.0
Oskol'skiy Elektrometallurgicheskiy Kombinat Imeni Alekseya Alekseyevicha Ugarova JSC,1,1,3500.0,1200.0,1,1,Russia,Eurasia,42.0,0,,,,0.0,0.0,51.14273800000001,37.940532,Metalloinvest OEMK steel plant,51.142738,37.940532,7.073240659849489e-13,7.073240659849489e-13
Emsteel Building Materials PJSC,1,1,3500.0,0.0,1,1,United Arab Emirates,Middle East,23.0,0,,,,0.0,0.0,24.322033,54.46798700000001,Emsteel Abu Dhabi steel plant,24.322033,54.467987,6.445454916765369e-13,6.445454916765369e-13
Ningxia Jianlong Special Steel Co Ltd,1,1,3500.0,0.0,1,1,China,Asia Pacific,13.84,1,698923464.9402945,4869267356.411329,4869267356.411329,1.0,1.0,39.215452000000006,106.688294,Ningxia Jianlong Special Steel Co Ltd,39.215452,106.688294,1.4146481319698977e-12,1.4146481319698977e-12
Qinhuangdao Hongxing Iron & Steel Co Ltd,1,1,3450.0,0.0,1,1,China,Asia Pacific,24.0,1,853581286.6142415,17701261726.720314,17701261726.720314,1.0,1.0,39.70072100000001,118.871477,Qinhuangdao Hongxing Iron and Steel Co Ltd,39.700721,118.871477,7.073240659849489e-13,7.073240659849489e-13
Saarstahl AG,2,2,3430.0,1900.0,2,1,"France, Germany",Europe,102.0,0,,,,0.0,0.7871720116618076,49.500187894529375,6.162287910249087,Saarstahl Völklingen steel plant,49.247635,6.848662,211.15376035019483,57.08003287234674
Daye SPECIAL Steel Co Ltd,1,1,3420.0,0.0,1,1,China,Asia Pacific,19.0,1,5065987125.999837,49895458985.18518,49895458985.18518,1.0,0.7894736842105263,30.204603,115.125838,Daye Special Steel Co Ltd,30.204603,115.125838,0.0,0.0
Guangxi BG New Materials Co Ltd,1,1,3400.0,0.0,1,1,China,Asia Pacific,17.0,1,490660026.3866026,1644528946.3086536,1644528946.3086536,1.0,0.0,21.519924,109.506427,Guangxi Beigang New Material Co Ltd,21.519924,109.506427,0.0,0.0
Jiangsu Shagang Group Huaigang SPECIAL Steel Co Ltd,1,1,3364.0,0.0,1,1,China,Asia Pacific,56.0,1,4165354036.0691886,93327286956.40509,93327286956.4051,1.0,0.8067776456599287,33.566039,118.988442,Jiangsu Shagang Group Huaigang Special Steel Co Ltd,33.566039,118.988442,0.0,0.0
ArcelorMittal South Africa Ltd,3,1,3360.0,1700.0,1,1,South Africa,Africa,54.84,0,,,,0.0,1.0,-26.657367000000004,27.82231,ArcelorMittal Vanderbijlpark Steel Works,-26.657367,27.82231,1177.0918842645629,3.5366203299247443e-13
Al Ezz Dekheila Steel Company Alexandria SAE,1,1,3340.0,0.0,1,1,Egypt,Africa,40.0,0,,,,0.0,0.0,31.123467000000005,29.809869999999997,Al-Ezz Dekheila Steel Alexandria plant,31.123467,29.80987,0.0,0.0
Yangzhou Hengrun Ocean Heavy Industry Co Ltd,1,1,3300.0,0.0,1,1,China,Asia Pacific,13.36,1,1835372768.9161925,161364871737.22955,161364871737.22955,1.0,1.0,32.249602,119.620438,Yangzhou Hengrun Ocean Heavy Industry Co Ltd,32.249602,119.620438,0.0,0.0
Changzhou Dongfang Special Steel Co Ltd,1,1,3300.0,0.0,1,1,China,Asia Pacific,16.09,1,1518567272.309646,75968188617.05792,75968188617.05792,1.0,1.0,31.60255400000001,119.724256,Changzhou Eastern Special Steel Co Ltd,31.602554,119.724256,7.073240659849489e-13,7.073240659849489e-13
Golgohar Iron and Steel Development Co,1,1,3300.0,0.0,1,1,Iran,Middle East,11.0,0,,,,0.0,0.0,29.134614000000006,55.360773,Golgohar Iron and Steel Company Kerman,29.134614,55.360773,7.073240659849489e-13,7.073240659849489e-13
JiLin Province Xinda Steel Co Ltd,1,1,3300.0,2300.0,1,1,China,Asia Pacific,18.27,1,15053158.02973983,184765893.49799255,184765893.49799255,1.0,1.0,42.3249,125.246892,Jilin Xinda Iron and Steel Co Ltd,42.3249,125.246892,0.0,0.0
Hubei Jinshenglan Metallurgical Technology Co Ltd,1,1,3250.0,1200.0,1,1,China,Asia Pacific,10.0,1,96700424.06712171,3817974765.9364986,3817974765.9364986,1.0,1.0,29.916729,113.822921,Hubei Jinshenglan Metallurgical Technology Co Ltd,29.916729,113.822921,0.0,0.0
