iso3,lat_bin,lon_bin,value,log10_value
CHN,41.25,96.75,228080.0,5.358
CHN,41.25,97.25,42635.0,4.63
CHN,41.25,98.25,6179.0,3.791
CHN,41.25,98.75,5544.0,3.744
CHN,41.25,99.25,9665.0,3.985
CHN,41.25,99.75,511051.0,5.708
CHN,41.25,100.25,207645.0,5.317
CHN,41.25,100.75,59224.0,4.772
CHN,41.25,101.25,28939.0,4.461
CHN,41.25,101.75,165817.0,5.22
CHN,41.25,102.25,1381492.0,6.14
CHN,41.25,102.75,339412.0,5.531
CHN,41.25,103.25,94183.0,4.974
CHN,41.25,103.75,86775.0,4.938
CHN,41.25,104.25,118625.0,5.074
CHN,41.25,104.75,161126.0,5.207
CHN,41.25,105.25,692171.0,5.84
CHN,41.25,105.75,1368610.0,6.136
CHN,41.25,106.25,1038612.0,6.016
CHN,41.25,106.75,15098747.0,7.179
CHN,41.25,107.25,56079260.0,7.749
CHN,41.25,107.75,31035747.0,7.492
CHN,41.25,108.25,485036198.0,8.686
CHN,41.25,108.75,52376410.0,7.719
CHN,41.25,109.25,13609247.0,7.134
CHN,41.25,109.75,23386547.0,7.369
CHN,41.25,110.25,76143801.0,7.882
CHN,41.25,110.75,18904540.0,7.277
CHN,41.25,111.25,155367280.0,8.191
CHN,41.25,111.75,75020815.0,7.875
CHN,41.25,112.25,38244681.0,7.583
CHN,41.25,112.75,76647908.0,7.885
CHN,41.25,113.25,7333833844.0,9.865
CHN,41.25,113.75,231106805.0,8.364
CHN,41.25,114.25,82848636.0,7.918
CHN,41.25,114.75,1395429548.0,9.145
CHN,41.25,115.25,74798092.0,7.874
CHN,41.25,115.75,28020831.0,7.447
CHN,41.25,116.25,17821957.0,7.251
CHN,41.25,116.75,381567306.0,8.582
CHN,41.25,117.25,79891593.0,7.903
CHN,41.25,117.75,2123719020.0,9.327
CHN,41.25,118.25,139685385.0,8.145
CHN,41.25,118.75,1159985848.0,9.064
CHN,41.25,119.25,4734551495.0,9.675
CHN,41.25,119.75,2948251594.0,9.47
CHN,41.25,120.25,364441049.0,8.562
CHN,41.25,120.75,555389984.0,8.745
CHN,41.25,121.25,51319792571.0,10.71
CHN,41.25,121.75,5583218811.0,9.747
CHN,41.25,122.25,55210978533.0,10.742
CHN,41.25,122.75,74939672547.0,10.875
CHN,41.25,123.25,111270224323.0,11.046
CHN,41.25,123.75,41189419842.0,10.615
CHN,41.25,124.25,580259506.0,8.764
CHN,41.25,124.75,47052274.0,7.673
CHN,41.25,125.25,1272476583.0,9.105
CHN,41.25,125.75,56490686.0,7.752
CHN,41.25,126.25,193834306.0,8.287
CHN,41.25,127.75,1221826.0,6.087
CHN,41.25,128.25,24805504.0,7.395
CHN,41.75,78.75,476323.0,5.678
CHN,41.75,79.25,5811711.0,6.764
CHN,41.75,79.75,2427254.0,6.385
CHN,41.75,80.25,3225188.0,6.509
CHN,41.75,80.75,4536971.0,6.657
CHN,41.75,81.25,20250748.0,7.306
CHN,41.75,81.75,636894655.0,8.804
CHN,41.75,82.25,39007664.0,7.591
CHN,41.75,82.75,4528651696.0,9.656
CHN,41.75,83.25,1234293413.0,9.091
CHN,41.75,83.75,3669899.0,6.565
CHN,41.75,84.25,610980470.0,8.786
CHN,41.75,84.75,7991216.0,6.903
CHN,41.75,85.25,6120681.0,6.787
CHN,41.75,85.75,71469816.0,7.854
CHN,41.75,86.25,19896740378.0,10.299
CHN,41.75,86.75,112944797.0,8.053
CHN,41.75,87.25,4773416.0,6.679
CHN,41.75,87.75,77726.0,4.891
CHN,41.75,88.25,219403.0,5.341
CHN,41.75,88.75,171361.0,5.234
CHN,41.75,89.25,568494.0,5.755
CHN,41.75,89.75,307303.0,5.488
CHN,41.75,93.75,246001.0,5.391
CHN,41.75,94.25,807973.0,5.907
CHN,41.75,94.75,1510168.0,6.179
CHN,41.75,95.25,1257007.0,6.099
CHN,41.75,95.75,404841.0,5.607
CHN,41.75,96.25,234019.0,5.369
CHN,41.75,96.75,197515.0,5.296
CHN,41.75,97.25,213459.0,5.329
CHN,41.75,97.75,7949.0,3.9
CHN,41.75,99.25,78.0,1.892
CHN,41.75,99.75,427234.0,5.631
CHN,41.75,100.25,963435.0,5.984
CHN,41.75,100.75,1201534.0,6.08
CHN,41.75,101.25,7703678.0,6.887
CHN,41.75,101.75,22106.0,4.345
CHN,41.75,102.25,410363.0,5.613
CHN,41.75,102.75,1773005.0,6.249
CHN,41.75,103.25,78612.0,4.895
CHN,41.75,103.75,47247.0,4.674
CHN,41.75,104.25,53701.0,4.73
CHN,41.75,104.75,19918.0,4.299
CHN,41.75,105.25,540895.0,5.733
CHN,41.75,105.75,724368.0,5.86
CHN,41.75,106.25,809155.0,5.908
CHN,41.75,106.75,556853.0,5.746
CHN,41.75,107.25,484920.0,5.686
CHN,41.75,107.75,2743641.0,6.438
CHN,41.75,108.25,17782709.0,7.25
CHN,41.75,108.75,20028575.0,7.302
CHN,41.75,109.25,1318711.0,6.12
CHN,41.75,109.75,147201310.0,8.168
CHN,41.75,110.25,46422422.0,7.667
CHN,41.75,110.75,11936740.0,7.077
CHN,41.75,111.25,11457986.0,7.059
CHN,41.75,111.75,178335491.0,8.251
CHN,41.75,112.25,18505675.0,7.267
CHN,41.75,112.75,18091817.0,7.257
CHN,41.75,113.25,80575437.0,7.906
CHN,41.75,113.75,275414556.0,8.44
CHN,41.75,114.25,226854658.0,8.356
CHN,41.75,114.75,132917899.0,8.124
CHN,41.75,115.25,80029580.0,7.903
CHN,41.75,115.75,242479972.0,8.385
CHN,41.75,116.25,27451228.0,7.439
CHN,41.75,116.75,16783372.0,7.225
CHN,41.75,117.25,41582785.0,7.619
CHN,41.75,117.75,592416003.0,8.773
CHN,41.75,118.25,55889852.0,7.747
CHN,41.75,118.75,197661371.0,8.296
CHN,41.75,119.25,821463387.0,8.915
CHN,41.75,119.75,87982767.0,7.944
CHN,41.75,120.25,22215836778.0,10.347
CHN,41.75,120.75,1627345033.0,9.211
CHN,41.75,121.25,900637526.0,8.955
CHN,41.75,121.75,10496882671.0,10.021
CHN,41.75,122.25,1530928020.0,9.185
CHN,41.75,122.75,3248224127.0,9.512
CHN,41.75,123.25,581710074483.0,11.765
CHN,41.75,123.75,106035482591.0,11.025
CHN,41.75,124.25,3141019551.0,9.497
CHN,41.75,124.75,178716840.0,8.252
CHN,41.75,125.25,231234243.0,8.364
CHN,41.75,125.75,5748891063.0,9.76
CHN,41.75,126.25,5901703557.0,9.771
CHN,41.75,126.75,212738558.0,8.328
CHN,41.75,127.25,28206790.0,7.45
CHN,41.75,127.75,10448918.0,7.019
CHN,41.75,128.25,2411715.0,6.382
CHN,42.25,80.25,131296.0,5.118
CHN,42.25,80.75,1239968.0,6.093
CHN,42.25,81.25,2465194.0,6.392
CHN,42.25,81.75,4220980.0,6.625
CHN,42.25,82.25,6467742.0,6.811
CHN,42.25,82.75,3424695.0,6.535
CHN,42.25,83.25,2717672.0,6.434
CHN,42.25,83.75,2687992.0,6.429
CHN,42.25,84.25,4384361.0,6.642
CHN,42.25,84.75,5756648.0,6.76
CHN,42.25,85.25,6300809.0,6.799
CHN,42.25,85.75,11432511.0,7.058
CHN,42.25,86.25,295426170.0,8.47
CHN,42.25,86.75,1313186567.0,9.118
CHN,42.25,87.25,31355062.0,7.496
CHN,42.25,87.75,61244.0,4.787
CHN,42.25,88.25,4436681.0,6.647
CHN,42.25,88.75,3802315.0,6.58
CHN,42.25,89.75,1033761.0,6.014
CHN,42.25,90.25,3244.0,3.511
CHN,42.25,93.25,103021.0,5.013
CHN,42.25,93.75,1106020.0,6.044
CHN,42.25,94.25,1566417.0,6.195
CHN,42.25,94.75,64903.0,4.812
CHN,42.25,95.25,820.0,2.914
CHN,42.25,95.75,207682.0,5.317
CHN,42.25,96.25,109004.0,5.037
CHN,42.25,96.75,17269.0,4.237
CHN,42.25,97.25,195279.0,5.291
CHN,42.25,97.75,211152.0,5.325
CHN,42.25,98.25,634323.0,5.802
CHN,42.25,98.75,617505.0,5.791
CHN,42.25,99.25,67641.0,4.83
CHN,42.25,99.75,18241.0,4.261
CHN,42.25,100.25,498348.0,5.698
CHN,42.25,100.75,861607.0,5.935
CHN,42.25,101.25,1372071.0,6.137
CHN,42.25,101.75,680562.0,5.833
CHN,42.25,102.25,798612.0,5.902
CHN,42.25,102.75,304302.0,5.483
CHN,42.25,106.25,148966.0,5.173
CHN,42.25,106.75,184631.0,5.266
CHN,42.25,107.25,554148.0,5.744
CHN,42.25,107.75,2110095.0,6.324
CHN,42.25,108.25,1805883.0,6.257
CHN,42.25,108.75,1054009.0,6.023
CHN,42.25,109.25,638205.0,5.805
CHN,42.25,109.75,390318.0,5.591
CHN,42.25,110.25,1058707.0,6.025
CHN,42.25,110.75,1145772.0,6.059
CHN,42.25,111.25,779117.0,5.892
CHN,42.25,111.75,664760.0,5.823
CHN,42.25,112.25,3606325.0,6.557
CHN,42.25,112.75,3159432.0,6.5
CHN,42.25,113.25,5337626.0,6.727
CHN,42.25,113.75,13759939.0,7.139
CHN,42.25,114.25,9655534.0,6.985
CHN,42.25,114.75,20522514.0,7.312
CHN,42.25,115.25,23291381.0,7.367
CHN,42.25,115.75,51595976.0,7.713
CHN,42.25,116.25,73534426.0,7.866
CHN,42.25,116.75,38375930.0,7.584
CHN,42.25,117.25,10461996.0,7.02
CHN,42.25,117.75,60163805.0,7.779
CHN,42.25,118.25,52513494.0,7.72
CHN,42.25,118.75,34882315483.0,10.543
CHN,42.25,119.25,5124108377.0,9.71
CHN,42.25,119.75,258206713.0,8.412
CHN,42.25,120.25,85149024.0,7.93
CHN,42.25,120.75,76685829.0,7.885
CHN,42.25,121.25,68581983.0,7.836
CHN,42.25,121.75,13169114000.0,10.12
CHN,42.25,122.25,202137618.0,8.306
CHN,42.25,122.75,1427793119.0,9.155
CHN,42.25,123.25,2602053777.0,9.415
CHN,42.25,123.75,14198056065.0,10.152
CHN,42.25,124.25,324225123.0,8.511
CHN,42.25,124.75,478741798.0,8.68
CHN,42.25,125.25,183048295.0,8.263
CHN,42.25,125.75,913524492.0,8.961
CHN,42.25,126.25,159868771.0,8.204
CHN,42.25,126.75,422414180.0,8.626
CHN,42.25,127.25,469254767.0,8.671
CHN,42.25,127.75,125149963.0,8.097
CHN,42.25,128.25,179155902.0,8.253
CHN,42.25,128.75,23570303.0,7.372
CHN,42.25,129.25,20787503.0,7.318
CHN,42.25,129.75,993178.0,5.997
CHN,42.75,80.25,4368479.0,6.64
CHN,42.75,80.75,17397169.0,7.24
CHN,42.75,81.25,15413308.0,7.188
CHN,42.75,81.75,6068356.0,6.783
CHN,42.75,82.25,1390516.0,6.143
CHN,42.75,82.75,720802.0,5.858
CHN,42.75,83.25,252054.0,5.401
CHN,42.75,83.75,567596.0,5.754
CHN,42.75,84.25,603148.0,5.78
CHN,42.75,84.75,260475.0,5.416
CHN,42.75,85.25,431668.0,5.635
CHN,42.75,85.75,1816100.0,6.259
CHN,42.75,86.25,1396576.0,6.145
CHN,42.75,86.75,3050791.0,6.484
CHN,42.75,87.25,2541251.0,6.405
CHN,42.75,87.75,21115752.0,7.325
CHN,42.75,88.25,14997195.0,7.176
CHN,42.75,88.75,121346099.0,8.084
CHN,42.75,89.25,2830654394.0,9.452
CHN,42.75,89.75,68616983.0,7.836
CHN,42.75,90.25,351745748.0,8.546
CHN,42.75,90.75,3579617.0,6.554
CHN,42.75,92.25,472283.0,5.674
CHN,42.75,92.75,7436305.0,6.871
CHN,42.75,93.25,3076364259.0,9.488
CHN,42.75,93.75,6884703853.0,9.838
CHN,42.75,94.25,4915988.0,6.692
CHN,42.75,94.75,2658962.0,6.425
CHN,42.75,95.25,1684711.0,6.227
CHN,42.75,95.75,5255.0,3.721
CHN,42.75,96.25,1889.0,3.276
CHN,42.75,96.75,43489.0,4.638
CHN,42.75,97.25,67889.0,4.832
CHN,42.75,97.75,254970.0,5.406
CHN,42.75,98.25,404531.0,5.607
CHN,42.75,98.75,309370.0,5.49
CHN,42.75,99.25,78875.0,4.897
CHN,42.75,99.75,4350.0,3.638
CHN,42.75,100.25,3716.0,3.57
CHN,42.75,100.75,2034.0,3.308
CHN,42.75,101.25,16901.0,4.228
CHN,42.75,109.75,64556.0,4.81
CHN,42.75,110.25,216119.0,5.335
CHN,42.75,110.75,497799.0,5.697
CHN,42.75,111.25,292740.0,5.466
CHN,42.75,111.75,1545636.0,6.189
CHN,42.75,112.25,10594225.0,7.025
CHN,42.75,112.75,22735906.0,7.357
CHN,42.75,113.25,1118791.0,6.049
CHN,42.75,113.75,900886.0,5.955
CHN,42.75,114.25,1716756.0,6.235
CHN,42.75,114.75,2914732.0,6.465
CHN,42.75,115.25,3052247.0,6.485
CHN,42.75,115.75,7343862.0,6.866
CHN,42.75,116.25,3142450.0,6.497
CHN,42.75,116.75,3653607.0,6.563
CHN,42.75,117.25,4076283.0,6.61
CHN,42.75,117.75,15855848.0,7.2
CHN,42.75,118.25,24628695.0,7.391
CHN,42.75,118.75,105440257.0,8.023
CHN,42.75,119.25,147346937.0,8.168
CHN,42.75,119.75,41749673.0,7.621
CHN,42.75,120.25,49173055.0,7.692
CHN,42.75,120.75,166513821.0,8.221
CHN,42.75,121.25,35509360.0,7.55
CHN,42.75,121.75,72356238.0,7.859
CHN,42.75,122.25,117692425.0,8.071
CHN,42.75,122.75,77322282.0,7.888
CHN,42.75,123.25,1444726039.0,9.16
CHN,42.75,123.75,1046937935.0,9.02
CHN,42.75,124.25,6445830790.0,9.809
CHN,42.75,124.75,508830604.0,8.707
CHN,42.75,125.25,13428124110.0,10.128
CHN,42.75,125.75,4754701043.0,9.677
CHN,42.75,126.25,2406319509.0,9.381
CHN,42.75,126.75,871470317.0,8.94
CHN,42.75,127.25,49534310.0,7.695
CHN,42.75,127.75,17903929.0,7.253
CHN,42.75,128.25,39565237.0,7.597
CHN,42.75,128.75,308814847.0,8.49
CHN,42.75,129.25,9445725644.0,9.975
CHN,42.75,129.75,10688890117.0,10.029
CHN,42.75,130.25,6544127041.0,9.816
CHN,42.75,130.75,2477785.0,6.394
CHN,42.75,131.25,123135.0,5.09
CHN,43.25,80.25,226322.0,5.355
CHN,43.25,80.75,8429275.0,6.926
CHN,43.25,81.25,40944298.0,7.612
CHN,43.25,81.75,75086505.0,7.876
CHN,43.25,82.25,139721274.0,8.145
CHN,43.25,82.75,28932449.0,7.461
CHN,43.25,83.25,117299849.0,8.069
CHN,43.25,83.75,30064146.0,7.478
CHN,43.25,84.25,9761501.0,6.99
CHN,43.25,84.75,1491715.0,6.174
CHN,43.25,85.25,327211.0,5.515
CHN,43.25,85.75,1642754.0,6.216
CHN,43.25,86.25,3461263.0,6.539
CHN,43.25,86.75,7767071.0,6.89
CHN,43.25,87.25,35422738.0,7.549
CHN,43.25,87.75,17446175.0,7.242
CHN,43.25,88.25,22199603.0,7.346
CHN,43.25,88.75,12489723.0,7.097
CHN,43.25,89.25,80223303.0,7.904
CHN,43.25,89.75,25296598.0,7.403
CHN,43.25,90.25,27922733.0,7.446
CHN,43.25,90.75,13314682.0,7.124
CHN,43.25,91.25,2623192.0,6.419
CHN,43.25,91.75,5452148.0,6.737
CHN,43.25,92.25,20505306.0,7.312
CHN,43.25,92.75,66841329.0,7.825
CHN,43.25,93.25,14388478.0,7.158
CHN,43.25,93.75,14794785.0,7.17
CHN,43.25,94.25,5444820.0,6.736
CHN,43.25,94.75,4844576.0,6.685
CHN,43.25,95.25,416374.0,5.619
CHN,43.25,95.75,79524.0,4.9
CHN,43.25,96.25,292.0,2.465
CHN,43.25,110.75,48260.0,4.684
CHN,43.25,111.25,389467.0,5.59
CHN,43.25,111.75,706462.0,5.849
CHN,43.25,112.25,1592954.0,6.202
CHN,43.25,112.75,2367266.0,6.374
CHN,43.25,113.25,1487068.0,6.172
CHN,43.25,113.75,1244496.0,6.095
CHN,43.25,114.25,996980.0,5.999
CHN,43.25,114.75,983902.0,5.993
CHN,43.25,115.25,1309525.0,6.117
CHN,43.25,115.75,2139313.0,6.33
CHN,43.25,116.25,2736270.0,6.437
CHN,43.25,116.75,12717692.0,7.104
CHN,43.25,117.25,60612939.0,7.783
CHN,43.25,117.75,110015868.0,8.041
CHN,43.25,118.25,31069678.0,7.492
CHN,43.25,118.75,50048225.0,7.699
CHN,43.25,119.25,33008639.0,7.519
CHN,43.25,119.75,9627151.0,6.983
CHN,43.25,120.25,25300340.0,7.403
CHN,43.25,120.75,63618257.0,7.804
CHN,43.25,121.25,45803079.0,7.661
CHN,43.25,121.75,33175368.0,7.521
CHN,43.25,122.25,442839875.0,8.646
CHN,43.25,122.75,33395285.0,7.524
CHN,43.25,123.25,342340089.0,8.534
CHN,43.25,123.75,335033320.0,8.525
CHN,43.25,124.25,23163440275.0,10.365
CHN,43.25,124.75,2438505233.0,9.387
CHN,43.25,125.25,694902471.0,8.842
CHN,43.25,125.75,540512521.0,8.733
CHN,43.25,126.25,148101636.0,8.171
CHN,43.25,126.75,203497937.0,8.309
CHN,43.25,127.25,39092981.0,7.592
CHN,43.25,127.75,17816931.0,7.251
CHN,43.25,128.25,5738077970.0,9.759
CHN,43.25,128.75,554709632.0,8.744
CHN,43.25,129.25,34767902.0,7.541
CHN,43.25,129.75,752531612.0,8.877
CHN,43.25,130.25,11446794.0,7.059
CHN,43.25,130.75,6641421.0,6.822
CHN,43.25,131.25,2316601.0,6.365
CHN,43.75,80.25,309871.0,5.491
CHN,43.75,80.75,59961521.0,7.778
CHN,43.75,81.25,26783435524.0,10.428
CHN,43.75,81.75,658296786.0,8.818
CHN,43.75,82.25,108406860.0,8.035
CHN,43.75,82.75,98297190.0,7.993
CHN,43.75,83.25,70441022.0,7.848
CHN,43.75,83.75,7474303.0,6.874
CHN,43.75,84.25,68133.0,4.833
CHN,43.75,84.75,48018.0,4.681
CHN,43.75,85.25,2877358.0,6.459
CHN,43.75,85.75,4860678.0,6.687
CHN,43.75,86.25,8306277.0,6.919
CHN,43.75,86.75,11331653.0,7.054
CHN,43.75,87.25,24860276951.0,10.396
CHN,43.75,87.75,319716547149.0,11.505
CHN,43.75,88.25,11270131.0,7.052
CHN,43.75,88.75,9834735.0,6.993
CHN,43.75,89.25,163838754.0,8.214
CHN,43.75,89.75,576831139.0,8.761
CHN,43.75,90.25,128181809.0,8.108
CHN,43.75,90.75,3002293.0,6.477
CHN,43.75,91.25,1903147.0,6.279
CHN,43.75,91.75,2349740.0,6.371
CHN,43.75,92.25,2271842.0,6.356
CHN,43.75,92.75,21303675.0,7.328
CHN,43.75,93.25,59370598.0,7.774
CHN,43.75,93.75,945695.0,5.976
CHN,43.75,94.25,1653872.0,6.219
CHN,43.75,94.75,19200567.0,7.283
CHN,43.75,95.25,8441858.0,6.926
CHN,43.75,111.75,772740225.0,8.888
CHN,43.75,112.25,86253596.0,7.936
CHN,43.75,112.75,690425.0,5.839
CHN,43.75,113.25,2020392.0,6.305
CHN,43.75,113.75,3964042.0,6.598
CHN,43.75,114.25,2702282.0,6.432
CHN,43.75,114.75,3507945.0,6.545
CHN,43.75,115.25,5267653.0,6.722
CHN,43.75,115.75,53202941.0,7.726
CHN,43.75,116.25,5573116833.0,9.746
CHN,43.75,116.75,1457286.0,6.164
CHN,43.75,117.25,3840133.0,6.584
CHN,43.75,117.75,30717738.0,7.487
CHN,43.75,118.25,427630407.0,8.631
CHN,43.75,118.75,54247861.0,7.734
CHN,43.75,119.25,184037348.0,8.265
CHN,43.75,119.75,62913345.0,7.799
CHN,43.75,120.25,207000561.0,8.316
CHN,43.75,120.75,27749761.0,7.443
CHN,43.75,121.25,449085037.0,8.652
CHN,43.75,121.75,58433170.0,7.767
CHN,43.75,122.25,32042811325.0,10.506
CHN,43.75,122.75,94519855.0,7.976
CHN,43.75,123.25,1006040325.0,9.003
CHN,43.75,123.75,412841764.0,8.616
CHN,43.75,124.25,258243556.0,8.412
CHN,43.75,124.75,3657488128.0,9.563
CHN,43.75,125.25,363952512870.0,11.561
CHN,43.75,125.75,3880483409.0,9.589
CHN,43.75,126.25,6091732737.0,9.785
CHN,43.75,126.75,119072487996.0,11.076
CHN,43.75,127.25,1403130950.0,9.147
CHN,43.75,127.75,53905248.0,7.732
CHN,43.75,128.25,37840446.0,7.578
CHN,43.75,128.75,15675542.0,7.195
CHN,43.75,129.25,21890683.0,7.34
CHN,43.75,129.75,26133544.0,7.417
CHN,43.75,130.25,15068908.0,7.178
CHN,43.75,130.75,9998220.0,7.0
CHN,43.75,131.25,8514768.0,6.93
CHN,44.25,80.25,193235688.0,8.286
CHN,44.25,80.75,658574173.0,8.819
CHN,44.25,81.25,417666512.0,8.621
CHN,44.25,81.75,79483033.0,7.9
CHN,44.25,82.25,18122982.0,7.258
CHN,44.25,82.75,11691501.0,7.068
CHN,44.25,83.25,7275870.0,6.862
CHN,44.25,83.75,5890365.0,6.77
CHN,44.25,84.25,34308325.0,7.535
CHN,44.25,84.75,12127906000.0,10.084
CHN,44.25,85.25,81121515.0,7.909
CHN,44.25,85.75,1859149543.0,9.269
CHN,44.25,86.25,14173797873.0,10.151
CHN,44.25,86.75,1237868603.0,9.093
CHN,44.25,87.25,12926974814.0,10.111
CHN,44.25,87.75,5061557239.0,9.704
CHN,44.25,88.25,254669011.0,8.406
CHN,44.25,88.75,25485471.0,7.406
CHN,44.25,89.25,72293634.0,7.859
CHN,44.25,89.75,796959948.0,8.901
CHN,44.25,90.25,4254096.0,6.629
CHN,44.25,90.75,2712826.0,6.433
CHN,44.25,91.25,949595.0,5.978
CHN,44.25,91.75,884595.0,5.947
CHN,44.25,92.25,579941.0,5.763
CHN,44.25,92.75,183390.0,5.263
CHN,44.25,93.25,692143.0,5.84
CHN,44.25,93.75,269479.0,5.431
CHN,44.25,94.25,67912.0,4.832
CHN,44.25,94.75,35.0,1.544
CHN,44.25,95.25,53.0,1.724
CHN,44.25,111.25,9292.0,3.968
CHN,44.25,111.75,188516.0,5.275
CHN,44.25,112.25,228375.0,5.359
CHN,44.25,112.75,475273.0,5.677
CHN,44.25,113.25,844804.0,5.927
CHN,44.25,113.75,1313200.0,6.118
CHN,44.25,114.25,462813.0,5.665
CHN,44.25,114.75,3113380.0,6.493
CHN,44.25,115.25,6149386.0,6.789
CHN,44.25,115.75,22620441.0,7.355
CHN,44.25,116.25,125095110.0,8.097
CHN,44.25,116.75,1584261.0,6.2
CHN,44.25,117.25,2195038.0,6.341
CHN,44.25,117.75,15483752.0,7.19
CHN,44.25,118.25,18604990.0,7.27
CHN,44.25,118.75,11955193.0,7.078
CHN,44.25,119.25,70719276.0,7.85
CHN,44.25,119.75,27318388.0,7.436
CHN,44.25,120.25,12046504.0,7.081
CHN,44.25,120.75,18438935.0,7.266
CHN,44.25,121.25,15479764.0,7.19
CHN,44.25,121.75,30821573.0,7.489
CHN,44.25,122.25,32386221.0,7.51
CHN,44.25,122.75,63048435.0,7.8
CHN,44.25,123.25,190074475.0,8.279
CHN,44.25,123.75,486813659.0,8.687
CHN,44.25,124.25,183655442.0,8.264
CHN,44.25,124.75,218515360.0,8.339
CHN,44.25,125.25,5427905292.0,9.735
CHN,44.25,125.75,3018286909.0,9.48
CHN,44.25,126.25,419895435.0,8.623
CHN,44.25,126.75,2425013484.0,9.385
CHN,44.25,127.25,120328247.0,8.08
CHN,44.25,127.75,19560976.0,7.291
CHN,44.25,128.25,6905815.0,6.839
CHN,44.25,128.75,26437989.0,7.422
CHN,44.25,129.25,792701620.0,8.899
CHN,44.25,129.75,341531908.0,8.533
CHN,44.25,130.25,29768577.0,7.474
CHN,44.25,130.75,30531094.0,7.485
CHN,44.25,131.25,731644321.0,8.864
CHN,44.75,79.75,114740.0,5.06
CHN,44.75,80.25,1337683.0,6.126
CHN,44.75,80.75,6930702.0,6.841
CHN,44.75,81.25,9671067.0,6.985
CHN,44.75,81.75,39502059.0,7.597
CHN,44.75,82.25,1077035239.0,9.032
CHN,44.75,82.75,174821959.0,8.243
CHN,44.75,83.25,6220256.0,6.794
CHN,44.75,83.75,5240124.0,6.719
CHN,44.75,84.25,24740553.0,7.393
CHN,44.75,84.75,79251760.0,7.899
CHN,44.75,85.25,36854080.0,7.566
CHN,44.75,85.75,47039918.0,7.672
CHN,44.75,86.25,67946803.0,7.832
CHN,44.75,86.75,28726559.0,7.458
CHN,44.75,87.25,5007960.0,6.7
CHN,44.75,87.75,3000872.0,6.477
CHN,44.75,88.25,2559419.0,6.408
CHN,44.75,88.75,709408.0,5.851
CHN,44.75,89.25,2007438.0,6.303
CHN,44.75,89.75,1958017.0,6.292
CHN,44.75,90.25,571860.0,5.757
CHN,44.75,90.75,238222.0,5.377
CHN,44.75,91.25,495408.0,5.695
CHN,44.75,91.75,303226.0,5.482
CHN,44.75,92.25,52057.0,4.716
CHN,44.75,92.75,989.0,2.995
CHN,44.75,93.25,165.0,2.217
CHN,44.75,93.75,183006.0,5.262
CHN,44.75,94.25,429.0,2.632
CHN,44.75,111.75,156203.0,5.194
CHN,44.75,112.25,208690.0,5.32
CHN,44.75,112.75,259941.0,5.415
CHN,44.75,113.25,447793.0,5.651
CHN,44.75,113.75,486321.0,5.687
CHN,44.75,114.25,735820.0,5.867
CHN,44.75,114.75,817433.0,5.912
CHN,44.75,115.25,1011013.0,6.005
CHN,44.75,115.75,3297249.0,6.518
CHN,44.75,116.25,1136910.0,6.056
CHN,44.75,116.75,1864813.0,6.271
CHN,44.75,117.25,896540.0,5.953
CHN,44.75,117.75,16689596.0,7.222
CHN,44.75,118.25,11649854.0,7.066
CHN,44.75,118.75,8916263.0,6.95
CHN,44.75,119.25,14697035.0,7.167
CHN,44.75,119.75,6648306.0,6.823
CHN,44.75,120.25,11921308.0,7.076
CHN,44.75,120.75,167207006.0,8.223
CHN,44.75,121.25,28592578.0,7.456
CHN,44.75,121.75,21320303.0,7.329
CHN,44.75,122.25,23943378.0,7.379
CHN,44.75,122.75,55075593.0,7.741
CHN,44.75,123.25,408202613.0,8.611
CHN,44.75,123.75,123493735.0,8.092
CHN,44.75,124.25,107471265.0,8.031
CHN,44.75,124.75,117999572.0,8.072
CHN,44.75,125.25,245458503.0,8.39
CHN,44.75,125.75,3465464715.0,9.54
CHN,44.75,126.25,1020586347.0,9.009
CHN,44.75,126.75,2680557331.0,9.428
CHN,44.75,127.25,1501189197.0,9.176
CHN,44.75,127.75,59199238.0,7.772
CHN,44.75,128.25,72751714.0,7.862
CHN,44.75,128.75,72294934.0,7.859
CHN,44.75,129.25,1017883897.0,9.008
CHN,44.75,129.75,36324681175.0,10.56
CHN,44.75,130.25,80464796.0,7.906
CHN,44.75,130.75,155738427.0,8.192
CHN,44.75,131.25,4495091.0,6.653
CHN,45.25,80.25,71863.0,4.857
CHN,45.25,80.75,299568.0,5.476
CHN,45.25,81.25,5633937.0,6.751
CHN,45.25,81.75,14828939.0,7.171
CHN,45.25,82.25,10676495.0,7.028
CHN,45.25,82.75,4913237.0,6.691
CHN,45.25,83.25,3002670.0,6.478
CHN,45.25,83.75,1744957.0,6.242
CHN,45.25,84.25,17524514.0,7.244
CHN,45.25,84.75,82915325.0,7.919
CHN,45.25,85.25,18234979.0,7.261
CHN,45.25,85.75,5209828.0,6.717
CHN,45.25,86.25,5608953.0,6.749
CHN,45.25,86.75,28.0,1.447
CHN,45.25,87.75,2033.0,3.308
CHN,45.25,88.25,10084.0,4.004
CHN,45.25,88.75,485231.0,5.686
CHN,45.25,89.25,663064.0,5.822
CHN,45.25,89.75,396315.0,5.598
CHN,45.25,90.25,885780.0,5.947
CHN,45.25,90.75,636413.0,5.804
CHN,45.25,91.25,281232.0,5.449
CHN,45.25,91.75,145400.0,5.163
CHN,45.25,92.25,28829.0,4.46
CHN,45.25,111.75,7969.0,3.901
CHN,45.25,112.25,22779.0,4.358
